sec,nanosec,child_frame_id,orientation_x,orientation_y,orientation_z,orientation_w,,,,,,,,,,twist_angular_x,twist_angular_y,twist_angular_z,,,,,,,,,,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,,,,,,,,,
1741043607,242579786,base_link,5.163326932233758e-05,0.00423962,0.9175800681114197,-0.39752847,0,0,0,0,0,0,0,0,0,-0.122070313,0,-0.305175781,0,0,0,0,0,0,0,0,0,0.003417969,0.007324219,1.014648438,0,0,0,0,0,0,0,0,0
1741043607,263117099,base_link,8.691475522937253e-05,0.004256574,0.9175981283187866,-0.397486717,0,0,0,0,0,0,0,0,0,0,0.122070313,0.061035156,0,0,0,0,0,0,0,0,0,0.002929688,0.0078125,1.015136719,0,0,0,0,0,0,0,0,0
1741043607,279877249,base_link,0.000167083,0.003847952,0.9176251888275146,-0.397428215,0,0,0,0,0,0,0,0,0,-0.122070313,0,-0.244140625,0,0,0,0,0,0,0,0,0,0.00390625,0.006347656,1.013671875,0,0,0,0,0,0,0,0,0
1741043607,302751739,base_link,0.000914341,0.0045599,0.9176349639892578,-0.397396982,0,0,0,0,0,0,0,0,0,-0.061035156,-0.305175781,-0.427246094,0,0,0,0,0,0,0,0,0,0.005859375,0.007324219,1.014648438,0,0,0,0,0,0,0,0,0
1741043607,322768790,base_link,-5.21E-05,0.00410521,0.9176484942436218,-0.397372156,0,0,0,0,0,0,0,0,0,-0.061035156,-0.366210938,-0.244140625,0,0,0,0,0,0,0,0,0,0.003417969,0.0078125,1.012695313,0,0,0,0,0,0,0,0,0
1741043607,342500429,base_link,0.000243907,0.004249807,0.9176622629165649,-0.39733848,0,0,0,0,0,0,0,0,0,-0.183105469,0.122070313,-0.244140625,0,0,0,0,0,0,0,0,0,0.004394531,0.0078125,1.015136719,0,0,0,0,0,0,0,0,0
1741043607,363435825,base_link,0.000243435,0.003253686,0.917684793,-0.397296101,0,0,0,0,0,0,0,0,0,-0.244140625,0.183105469,-0.183105469,0,0,0,0,0,0,0,0,0,0.003417969,0.006347656,1.014160156,0,0,0,0,0,0,0,0,0
1741043607,383264394,base_link,-2.46E-05,0.00390043,0.9177044630050659,-0.397244871,0,0,0,0,0,0,0,0,0,-0.183105469,-0.122070313,-0.061035156,0,0,0,0,0,0,0,0,0,0.003417969,0.006835938,1.01171875,0,0,0,0,0,0,0,0,0
1741043607,398006315,base_link,0.000183938,0.003527676,0.9177245497703552,-0.397201717,0,0,0,0,0,0,0,0,0,-0.183105469,-0.427246094,-0.427246094,0,0,0,0,0,0,0,0,0,0.002929688,0.006835938,1.013183594,0,0,0,0,0,0,0,0,0
1741043607,422472214,base_link,0.00100327,0.004598692,0.9177303314208984,-0.397176117,0,0,0,0,0,0,0,0,0,-0.183105469,-0.244140625,-0.366210938,0,0,0,0,0,0,0,0,0,0.004882813,0.0078125,1.015136719,0,0,0,0,0,0,0,0,0
1741043607,437795357,base_link,5.420463639893569e-05,0.004163675,0.9177522659301758,-0.397131681,0,0,0,0,0,0,0,0,0,-0.183105469,0,-0.183105469,0,0,0,0,0,0,0,0,0,0.00390625,0.0078125,1.013183594,0,0,0,0,0,0,0,0,0
1741043607,462697133,base_link,0.000248235,0.003303479,0.9177730679512024,-0.397091627,0,0,0,0,0,0,0,0,0,-0.183105469,0.244140625,-0.244140625,0,0,0,0,0,0,0,0,0,0.002929688,0.005859375,1.015625,0,0,0,0,0,0,0,0,0
1741043607,487006326,base_link,-4.19E-05,0.004432825,0.9177927374839783,-0.397034913,0,0,0,0,0,0,0,0,0,-0.244140625,-0.061035156,-0.244140625,0,0,0,0,0,0,0,0,0,0.002929688,0.0078125,1.012695313,0,0,0,0,0,0,0,0,0
1741043607,497799148,base_link,0.000879854,0.004111162,0.9178134799003601,-0.396989703,0,0,0,0,0,0,0,0,0,-0.122070313,-0.48828125,-0.427246094,0,0,0,0,0,0,0,0,0,0.004882813,0.006835938,1.011230469,0,0,0,0,0,0,0,0,0
1741043607,523002111,base_link,0.000712768,0.004936379,0.917824388,-0.396955341,0,0,0,0,0,0,0,0,0,-0.061035156,-0.061035156,-0.427246094,0,0,0,0,0,0,0,0,0,0.004882813,0.008300781,1.014648438,0,0,0,0,0,0,0,0,0
1741043607,542730326,base_link,0.000407679,0.003854204,0.9178746938705444,-0.396851569,0,0,0,0,0,0,0,0,0,0.061035156,0.915527344,-1.098632813,0,0,0,0,0,0,0,0,0,0.003417969,0.005859375,1.013671875,0,0,0,0,0,0,0,0,0
1741043607,563343927,base_link,-0.000857477,0.002584782,0.917945921,-0.396696329,0,0,0,0,0,0,0,0,0,0.061035156,1.220703125,-0.732421875,0,0,0,0,0,0,0,0,0,-0.001464844,0.005371094,1.013671875,0,0,0,0,0,0,0,0,0
